device id,device type,user social score,latitude,longitude,timestamp,data integrity score,authenticity score,anomaly score,twin sync latency ms,battery level pct,network strength db,encryption enabled,firmware version,vulnerability count,suspicious interactions count,fused confidence,risk score,risk level,recommended action,device id,device type,user social score,latitude,longitude,timestamp
dev_100109,smartphone,0.374,17.188623,75.567526,47:37.5,0.696,0.774,0.127,203,53,-76.7,FALSE,2.1.8,1,0,0.871,0.168,Low,Normal monitoring; periodic audit,dev_100109,smartphone,106.236909,143.833672,181.430435,47:37.5
dev_100110,wearable,0.727,24.356894,74.98858,48:20.5,0.915,0.66,0.433,164,42,-74.2,TRUE,1.2.6,0,2,0.715,0.261,Low,Normal monitoring; periodic audit,dev_100110,wearable,107.6190713,144.7498613,181.8806513,48:20.5
dev_100111,vehicle,0.549,19.136413,75.016355,08:22.5,0.93,0.848,0.458,269,74,-78.7,TRUE,2.1.5,2,1,0.814,0.265,Low,Normal monitoring; periodic audit,dev_100111,vehicle,106.034611,143.2682885,180.501966,08:22.5
dev_100112,camera,0.433,18.965766,75.39132,19:56.5,0.633,0.712,0.055,32,85,-57.6,FALSE,3.0.4,2,1,0.766,0.192,Low,Normal monitoring; periodic audit,dev_100112,camera,106.5550153,144.0341753,181.5133353,19:56.5
dev_100113,appliance,0.66,24.419299,78.625998,32:35.5,0.752,0.75,0.272,30,80,-76.4,TRUE,1.2.6,0,0,0.607,0.184,Low,Normal monitoring; periodic audit,dev_100113,appliance,112.5344303,151.5174293,190.5004283,32:35.5
dev_100114,sensor,0.917,22.160995,81.050557,03:40.5,0.743,0.821,0.369,126,100,-65.9,TRUE,1.1.3,1,0,0.647,0.232,Low,Normal monitoring; periodic audit,dev_100114,sensor,114.8430743,154.9098528,194.9766313,03:40.5
dev_100115,appliance,0.653,24.675985,81.550053,59:28.5,0.749,0.523,0.303,188,61,-83.7,TRUE,3.0.2,1,3,0.754,0.306,Low,Normal monitoring; periodic audit,dev_100115,appliance,116.523399,156.9719255,197.420452,59:28.5
dev_100116,smart_speaker,0.403,24.984385,80.326643,41:16.5,0.728,0.414,0.166,44,100,-74.6,TRUE,2.0.8,0,1,0.742,0.219,Low,Normal monitoring; periodic audit,dev_100116,smart_speaker,115.1616523,155.1234738,195.0852953,41:16.5
dev_100117,smart_speaker,0.503,22.262174,77.193173,32:28.5,0.641,0.735,0.216,38,58,-70.4,FALSE,1.2.3,1,1,0.734,0.224,Low,Normal monitoring; periodic audit,dev_100117,smart_speaker,110.009622,148.3547085,186.699795,32:28.5
dev_100118,vehicle,0.84,15.98308,82.334096,05:53.5,0.655,0.457,0.156,149,12,-63.7,TRUE,2.0.7,0,1,0.856,0.229,Low,Normal monitoring; periodic audit,dev_100118,vehicle,114.546488,155.293536,196.040584,05:53.5
dev_100119,wearable,0.409,25.01062,75.63647,17:53.5,0.721,0.643,0.295,161,98,-61.5,FALSE,2.1.7,2,0,0.81,0.258,Low,Normal monitoring; periodic audit,dev_100119,wearable,108.9128333,146.5265683,184.1403033,17:53.5
dev_100120,thermostat,0.643,18.363825,83.175975,56:12.5,0.696,0.637,0.279,106,70,-79,FALSE,3.0.1,1,3,0.87,0.287,Low,Normal monitoring; periodic audit,dev_100120,thermostat,116.5939083,157.8603958,199.1268833,56:12.5
dev_100121,vehicle,0.507,25.347131,82.132639,52:24.5,0.75,0.625,0.068,16,53,-76.1,TRUE,1.0.3,0,0,0.876,0.131,Low,Normal monitoring; periodic audit,dev_100121,vehicle,117.621229,158.4340485,199.246868,52:24.5
dev_100122,wearable,0.461,22.333642,74.588548,36:15.5,0.668,0.571,0.183,26,65,-84.3,TRUE,1.1.2,6,1,0.844,0.325,Low,Normal monitoring; periodic audit,dev_100122,wearable,106.5886113,143.6523853,180.7161593,36:15.5
dev_100123,router,0.387,22.843761,79.705776,25:56.5,0.51,0.907,0.324,204,51,-89.6,TRUE,2.1.1,0,0,0.978,0.236,Low,Normal monitoring; periodic audit,dev_100123,router,113.630955,153.290343,192.949731,25:56.5
dev_100124,wearable,0.893,20.489945,80.410352,30:52.5,0.321,0.452,0.381,155,56,-80,FALSE,3.0.6,1,2,0.812,0.411,Medium,Schedule patch; Enable additional logging; User notification,dev_100124,wearable,113.448451,153.207127,192.965803,30:52.5
dev_100125,wearable,0.424,17.798743,76.144975,22:16.5,0.801,0.557,0,66,72,-71.9,TRUE,1.1.0,2,1,0.687,0.164,Low,Normal monitoring; periodic audit,dev_100125,wearable,107.176881,145.0373685,182.897856,22:16.5
dev_100126,camera,0.85,23.869231,75.669984,58:23.5,0.852,0.545,0.245,95,71,-78.9,TRUE,2.0.3,0,0,0.696,0.188,Low,Normal monitoring; periodic audit,dev_100126,camera,108.2830557,145.6930477,183.1030397,58:23.5
dev_100127,sensor,0.826,23.101396,75.217763,26:05.5,0.915,0.638,0.502,135,82,-84.6,TRUE,2.0.0,0,4,0.855,0.32,Low,Normal monitoring; periodic audit,dev_100127,sensor,107.4401493,144.6360308,181.8319123,26:05.5
dev_100128,camera,0.865,25.494788,77.081694,49:09.5,0.842,0.831,0.021,120,100,-73.7,TRUE,2.0.2,3,1,0.636,0.143,Low,Normal monitoring; periodic audit,dev_100128,camera,110.697188,148.805535,186.913882,49:09.5
dev_100129,sensor,0.915,19.617763,82.808769,50:40.5,0.616,0.715,0.213,9,34,-72.4,TRUE,2.1.9,2,3,0.979,0.282,Low,Normal monitoring; periodic audit,dev_100129,sensor,116.3409463,157.2878308,198.2347153,50:40.5
dev_100130,router,0.746,24.577565,77.958088,19:53.5,0.711,0.742,0.146,107,17,-78.6,TRUE,2.1.8,0,1,0.817,0.17,Low,Normal monitoring; periodic audit,dev_100130,router,111.6393057,150.2453497,188.8513937,19:53.5
dev_100131,sensor,0.36,18.122281,79.739218,40:11.5,0.712,0.854,0.313,15,77,-65.4,TRUE,2.0.2,1,1,0.773,0.225,Low,Normal monitoring; periodic audit,dev_100131,sensor,112.1197177,151.8093267,191.4989357,40:11.5
dev_100132,router,0.681,20.909422,74.289491,28:07.5,0.668,0.771,0.396,69,10,-58.6,FALSE,2.0.4,2,0,0.715,0.28,Low,Normal monitoring; periodic audit,dev_100132,router,105.568462,142.3727075,179.176953,28:07.5
dev_100133,smart_speaker,0.459,19.725425,80.721129,54:52.5,0.822,0.58,0.472,99,99,-55.7,TRUE,2.1.7,2,1,0.714,0.323,Low,Normal monitoring; periodic audit,dev_100133,smart_speaker,113.8973137,154.0283782,194.1594427,54:52.5
dev_100134,smart_speaker,0.649,23.922997,79.365865,11:56.5,0.724,0.484,0.032,153,43,-57.2,TRUE,2.0.1,2,1,0.948,0.206,Low,Normal monitoring; periodic audit,dev_100134,smart_speaker,113.362819,152.7212515,192.079684,11:56.5
dev_100135,wearable,0.793,22.474156,75.166776,46:51.5,0.908,0.176,0.503,102,36,-66.6,TRUE,1.2.5,0,2,0.809,0.356,Medium,Schedule patch; Enable additional logging; User notification,dev_100135,wearable,107.1850867,144.3719747,181.5588627,46:51.5
dev_100136,sensor,0.536,24.858338,78.159174,29:15.5,0.818,0.661,0.242,147,39,-60.7,FALSE,1.0.2,1,0,0.895,0.198,Low,Normal monitoring; periodic audit,dev_100136,sensor,112.1410113,150.9525983,189.7641853,29:15.5
dev_100137,appliance,0.552,23.650188,76.206086,48:58.5,0.854,0.265,0.066,156,53,-76.9,TRUE,3.0.2,1,0,0.738,0.189,Low,Normal monitoring; periodic audit,dev_100137,appliance,109.1235107,146.9505537,184.7775967,48:58.5
dev_100138,camera,0.525,22.565337,75.897253,55:21.5,0.821,0.871,0.279,64,100,-81.4,TRUE,2.0.6,0,1,0.823,0.173,Low,Normal monitoring; periodic audit,dev_100138,camera,108.3681163,146.0542428,183.7403693,55:21.5
dev_100139,router,0.801,21.371771,82.623915,26:09.5,0.921,0.958,0.206,65,45,-61.7,FALSE,2.0.0,0,0,0.696,0.097,Low,Normal monitoring; periodic audit,dev_100139,router,116.7551437,157.6666012,198.5780587,26:09.5
dev_100140,appliance,0.761,22.358537,79.905318,18:27.5,0.554,0.466,0.409,40,43,-57.5,TRUE,2.0.9,1,1,0.728,0.35,Medium,Schedule patch; Enable additional logging; User notification,dev_100140,appliance,113.4859363,153.0580953,192.6302543,18:27.5
dev_100141,smartphone,0.542,15.872222,80.276653,02:46.5,0.556,0.558,0.062,61,70,-88.6,TRUE,2.1.6,3,1,0.828,0.253,Low,Normal monitoring; periodic audit,dev_100141,smartphone,111.9649447,151.8322712,191.6995977,02:46.5
dev_100142,vehicle,0.395,21.930816,79.897514,44:05.5,0.446,0.645,0.286,177,42,-56.4,TRUE,1.2.6,0,3,0.647,0.323,Low,Normal monitoring; periodic audit,dev_100142,vehicle,113.5769573,153.3282143,193.0794713,44:05.5
dev_100143,appliance,0.605,21.082428,77.762691,10:36.5,0.691,0.638,0.186,211,45,-74,TRUE,2.1.8,0,1,0.874,0.208,Low,Normal monitoring; periodic audit,dev_100143,appliance,110.3077307,148.8865762,187.4654217,10:36.5
dev_100144,wearable,0.748,24.322294,78.96249,49:07.5,0.524,0.933,0.369,47,26,-67.4,TRUE,2.0.3,1,1,0.649,0.272,Low,Normal monitoring; periodic audit,dev_100144,wearable,112.8920847,151.9993297,191.1065747,49:07.5
dev_100145,router,0.406,21.730079,82.942253,11:06.5,0.781,0.523,0.347,218,40,-53.7,TRUE,1.0.6,1,1,0.776,0.283,Low,Normal monitoring; periodic audit,dev_100145,router,117.5623637,158.8304902,200.0986167,11:06.5
dev_100146,appliance,0.424,25.286918,77.741292,42:21.5,0.969,0.862,0.074,134,75,-68.7,TRUE,3.0.2,1,1,0.65,0.095,Low,Normal monitoring; periodic audit,dev_100146,appliance,111.801362,150.460008,189.118654,42:21.5
dev_100147,thermostat,0.535,19.511125,75.589508,46:57.5,0.748,0.857,0.376,113,100,-83.9,TRUE,2.1.8,13,1,0.809,0.376,Medium,Schedule patch; Enable additional logging; User notification,dev_100147,thermostat,106.9330523,144.4603063,181.9875603,46:57.5
dev_100148,smartphone,0.703,18.364392,83.371702,34:06.5,0.879,0.535,0.35,279,44,-75.5,TRUE,1.0.6,2,1,0.732,0.285,Low,Normal monitoring; periodic audit,dev_100148,smartphone,116.8150667,158.1494177,199.4837687,34:06.5
dev_100149,router,0.677,21.473705,77.493929,53:00.5,0.709,0.718,0.14,232,78,-85.4,TRUE,1.1.0,0,1,0.766,0.178,Low,Normal monitoring; periodic audit,dev_100149,router,110.031807,148.4402715,186.848736,53:00.5
dev_100150,vehicle,0.507,19.460771,74.474402,27:02.5,0.739,0.593,0.503,167,52,-61.8,TRUE,1.1.7,0,0,0.756,0.298,Low,Normal monitoring; periodic audit,dev_100150,vehicle,105.4481263,142.4318273,179.4155283,27:02.5
dev_100151,appliance,0.409,18.052174,77.544297,28:59.5,0.745,0.566,0.064,160,42,-58.7,TRUE,1.2.6,0,0,0.81,0.147,Low,Normal monitoring; periodic audit,dev_100151,appliance,109.1371207,147.7047692,186.2724177,28:59.5
dev_100152,camera,0.504,22.369158,79.432189,06:14.5,0.554,0.912,0.18,142,73,-67.2,TRUE,2.0.0,1,1,0.81,0.208,Low,Normal monitoring; periodic audit,dev_100152,camera,113.0299713,152.4940658,191.9581603,06:14.5
dev_100153,smartphone,0.151,25.558963,75.315073,22:04.5,0.68,0.925,0.792,11,30,-66.6,TRUE,1.2.3,0,0,0.79,0.353,Medium,Schedule patch; Enable additional logging; User notification,dev_100153,smartphone,108.839085,146.4211215,184.003158,22:04.5
dev_100154,smartphone,0.861,18.205324,80.912431,33:39.5,0.677,0.748,0.096,47,66,-73.6,FALSE,1.0.3,0,1,0.852,0.155,Low,Normal monitoring; periodic audit,dev_100154,smartphone,113.3776827,153.4033982,193.4291137,33:39.5
dev_100155,smartphone,0.982,19.667355,79.17667,34:23.5,0.599,0.439,0.046,34,100,-56.7,TRUE,2.1.2,1,0,0.759,0.201,Low,Normal monitoring; periodic audit,dev_100155,smartphone,111.4700117,150.5673467,189.6646817,34:23.5
dev_100156,router,0.367,17.733647,76.795744,15:52.5,0.688,0.511,0.349,90,58,-65.5,TRUE,3.0.1,0,2,0.844,0.296,Low,Normal monitoring; periodic audit,dev_100156,router,108.0608743,146.2752463,184.4896183,15:52.5
dev_100157,wearable,0.458,23.193755,77.08888,43:51.5,0.757,0.608,0.417,3,47,-87.8,TRUE,2.0.4,1,0,0.65,0.272,Low,Normal monitoring; periodic audit,dev_100157,wearable,110.2110917,148.5265317,186.8419717,43:51.5
dev_100158,thermostat,0.485,23.427572,83.055427,36:23.5,0.735,0.596,0.143,137,84,-74.3,FALSE,2.1.9,1,3,1,0.239,Low,Normal monitoring; periodic audit,dev_100158,thermostat,118.2264267,159.5116402,200.7968537,36:23.5
dev_100159,camera,0.602,20.699404,75.162429,43:32.5,0.724,0.926,0.267,189,36,-61.8,FALSE,1.1.4,0,0,0.726,0.169,Low,Normal monitoring; periodic audit,dev_100159,camera,106.71504,143.9952545,181.275469,43:32.5
dev_100160,smartphone,0.925,24.08468,77.796871,12:00.5,0.571,0.841,0.328,204,86,-73.2,TRUE,1.2.9,0,1,0.878,0.251,Low,Normal monitoring; periodic audit,dev_100160,smartphone,111.1407213,149.5766568,188.0125923,12:00.5
dev_100161,appliance,0.861,18.299293,76.450818,19:16.5,0.889,0.734,0.156,203,36,-69.8,FALSE,2.0.3,0,0,0.869,0.127,Low,Normal monitoring; periodic audit,dev_100161,appliance,107.4601883,145.2550973,183.0500063,19:16.5
dev_100162,wearable,0.907,19.745157,78.184822,17:07.5,0.84,0.5,0.609,169,29,-74.1,TRUE,1.0.4,3,0,0.768,0.385,Medium,Schedule patch; Enable additional logging; User notification,dev_100162,wearable,110.2234817,148.8623927,187.5013037,17:07.5
dev_100163,camera,0.548,24.88178,78.268258,49:14.5,0.417,0.555,0.512,283,71,-70.2,TRUE,2.1.0,2,3,0.633,0.464,Medium,Schedule patch; Enable additional logging; User notification,dev_100163,camera,112.2862707,151.1463997,190.0065287,49:14.5
dev_100164,appliance,0.835,15.663523,77.99771,03:45.5,0.517,0.702,0.505,95,64,-60.8,TRUE,3.0.5,0,1,0.623,0.339,Low,Normal monitoring; periodic audit,dev_100164,appliance,108.6614543,147.2428093,185.8241643,03:45.5
dev_100165,vehicle,0.409,18.797713,75.605768,54:56.5,0.876,0.503,0.399,93,60,-67.9,TRUE,1.0.6,0,0,0.862,0.244,Low,Normal monitoring; periodic audit,dev_100165,vehicle,106.8009283,144.3993123,181.9976963,54:56.5
dev_100166,camera,0.198,17.192498,80.875367,41:14.5,0.96,0.477,0.205,110,55,-81.8,FALSE,2.0.5,0,1,0.745,0.18,Low,Normal monitoring; periodic audit,dev_100166,camera,113.4326553,153.7713388,194.1100223,41:14.5
dev_100167,router,0.633,23.346045,77.388811,57:39.5,0.753,0.581,0.178,33,53,-58.2,TRUE,3.0.2,0,0,0.867,0.176,Low,Normal monitoring; periodic audit,dev_100167,router,110.5450963,148.9230018,187.3009073,57:39.5
dev_100168,sensor,0.353,21.603155,80.923699,02:27.5,0.601,0.512,0.043,9,51,-72.6,FALSE,3.0.4,0,1,0.807,0.185,Low,Normal monitoring; periodic audit,dev_100168,sensor,114.8639837,155.1493332,195.4346827,02:27.5
dev_100169,sensor,0.562,17.210646,83.621223,12:41.5,0.527,0.459,0.27,139,26,-72,TRUE,2.0.7,2,2,0.834,0.348,Low,Normal monitoring; periodic audit,dev_100169,sensor,116.8571793,158.3867908,199.9164023,12:41.5
dev_100170,smart_speaker,0.554,21.283255,81.584646,32:25.5,0.935,0.718,0.273,94,98,-84.1,TRUE,1.2.3,2,0,0.736,0.193,Low,Normal monitoring; periodic audit,dev_100170,smart_speaker,115.504613,156.019936,196.535259,32:25.5
dev_100171,camera,0.9,17.754014,83.635612,55:46.5,0.644,0.811,0.301,156,35,-68.3,TRUE,1.2.7,3,1,0.681,0.286,Low,Normal monitoring; periodic audit,dev_100171,camera,116.832154,158.19996,199.567766,55:46.5
dev_100172,router,0.635,24.567673,75.15671,05:10.5,0.592,0.482,0.329,53,100,-64.3,TRUE,2.1.9,0,0,0.826,0.277,Low,Normal monitoring; periodic audit,dev_100172,router,107.9748377,145.2356927,182.4965477,05:10.5
dev_100173,vehicle,0.262,24.173049,80.632174,31:29.5,0.625,0.546,0.439,126,73,-68.1,TRUE,1.0.7,1,2,1,0.355,Medium,Schedule patch; Enable additional logging; User notification,dev_100173,vehicle,115.3925817,155.5776687,195.7627557,31:29.5
dev_100174,thermostat,0.398,18.938125,79.156027,16:46.5,0.601,0.299,0.428,51,64,-75.5,TRUE,2.0.3,1,2,1,0.389,Medium,Schedule patch; Enable additional logging; User notification,dev_100174,thermostat,111.5887443,150.9677578,190.3467713,16:46.5
dev_100175,smart_speaker,0.668,17.959798,78.797881,01:37.5,0.584,0.519,0.282,112,100,-84.2,TRUE,1.2.4,0,0,0.717,0.26,Low,Normal monitoring; periodic audit,dev_100175,smart_speaker,110.6051073,149.6700478,188.7349883,01:37.5
dev_100176,smart_speaker,0.453,16.588647,81.628859,45:24.5,0.755,0.983,0.376,181,24,-67,TRUE,2.1.0,2,0,0.914,0.23,Low,Normal monitoring; periodic audit,dev_100176,smart_speaker,114.0660277,154.6539572,195.2418867,45:24.5
dev_100177,wearable,0.306,16.390851,80.794043,29:14.5,0.589,0.809,0.127,143,35,-59.5,TRUE,1.0.3,2,1,0.706,0.217,Low,Normal monitoring; periodic audit,dev_100177,wearable,112.9850077,153.2290292,193.4730507,29:14.5
dev_100178,router,0.239,17.073283,83.809445,35:22.5,0.766,0.635,0.259,180,60,-68.4,FALSE,2.1.3,3,1,0.898,0.274,Low,Normal monitoring; periodic audit,dev_100178,router,117.2776877,159.0629102,200.8481327,35:22.5
dev_100179,router,0.414,23.246863,83.256935,29:49.5,0.678,0.772,0.472,32,50,-55.8,TRUE,2.0.0,1,0,0.733,0.284,Low,Normal monitoring; periodic audit,dev_100179,router,118.482201,159.9036685,201.325136,29:49.5
dev_100180,wearable,0.542,20.336787,75.643101,29:36.5,0.699,0.875,0.141,221,62,-73.9,FALSE,2.0.3,1,2,0.796,0.191,Low,Normal monitoring; periodic audit,dev_100180,wearable,107.2750637,144.8256142,182.3761647,29:36.5
dev_100181,vehicle,0.656,20.162581,78.713984,59:46.5,0.664,0.603,0,71,55,-77.2,FALSE,2.0.8,1,0,0.805,0.149,Low,Normal monitoring; periodic audit,dev_100181,vehicle,111.2355057,150.2644977,189.2934897,59:46.5
dev_100182,appliance,0.569,19.023967,83.844141,24:19.5,0.659,0.712,0.359,107,88,-87.1,TRUE,3.0.8,2,3,1,0.33,Low,Normal monitoring; periodic audit,dev_100182,appliance,117.754177,159.3917475,201.029318,24:19.5
dev_100183,router,0.286,25.182419,75.391043,31:00.5,0.918,0.557,0.049,154,86,-68.5,TRUE,1.2.4,2,0,0.755,0.145,Low,Normal monitoring; periodic audit,dev_100183,router,108.7248637,146.2773852,183.8299067,31:00.5
dev_100184,camera,0.701,15.735666,76.53922,59:56.5,0.704,0.572,0.627,274,97,-76.1,TRUE,3.0.3,1,1,0.924,0.392,Medium,Schedule patch; Enable additional logging; User notification,dev_100184,camera,106.830182,144.749292,182.668402,59:56.5
dev_100185,sensor,0.586,21.358589,77.383594,13:26.5,0.781,0.589,0.364,199,57,-62.4,FALSE,3.0.2,1,1,0.715,0.278,Low,Normal monitoring; periodic audit,dev_100185,sensor,109.9069883,148.3057853,186.7045823,13:26.5
dev_100186,router,0.769,16.110274,74.455845,09:59.5,0.659,0.682,0.534,71,68,-76.6,TRUE,1.2.9,0,1,0.733,0.323,Low,Normal monitoring; periodic audit,dev_100186,router,104.1318847,140.9753072,177.8187297,09:59.5
dev_100187,sensor,0.817,17.769579,75.300681,25:14.5,0.955,0.713,0.068,178,60,-74.6,TRUE,2.1.4,3,0,0.615,0.141,Low,Normal monitoring; periodic audit,dev_100187,sensor,105.7794343,143.0212748,180.2631153,25:14.5
dev_100188,wearable,0.803,16.202755,80.978553,06:55.5,0.714,0.85,0.353,248,75,-54.4,TRUE,1.2.3,1,2,0.789,0.268,Low,Normal monitoring; periodic audit,dev_100188,wearable,112.836989,152.9247655,193.012542,06:55.5
dev_100189,smart_speaker,1,16.105355,76.291486,16:50.5,0.737,0.913,0.29,174,72,-78.2,FALSE,1.0.8,2,1,0.669,0.23,Low,Normal monitoring; periodic audit,dev_100189,smart_speaker,106.4237663,144.0695093,181.7152523,16:50.5
dev_100190,smartphone,0.64,19.943846,76.889451,44:51.5,0.867,0.527,0.34,70,79,-71.5,TRUE,1.0.8,2,1,0.582,0.274,Low,Normal monitoring; periodic audit,dev_100190,smartphone,108.74055,146.8652755,184.990001,44:51.5
dev_100191,thermostat,0.82,25.570423,76.598415,00:48.5,0.698,0.574,0.21,190,48,-70.6,TRUE,3.0.7,2,0,0.66,0.245,Low,Normal monitoring; periodic audit,dev_100191,thermostat,110.1080277,147.9972352,185.8864427,00:48.5
dev_100192,smartphone,0.608,25.319382,77.563499,06:14.5,0.93,0.788,0.239,58,70,-75.6,FALSE,2.1.4,0,1,0.709,0.149,Low,Normal monitoring; periodic audit,dev_100192,smartphone,111.4524593,149.9302088,188.4079583,06:14.5
dev_100193,router,0.69,21.099406,75.887832,23:31.5,0.533,0.759,0.236,72,51,-60.1,TRUE,1.2.2,1,0,0.84,0.234,Low,Normal monitoring; periodic audit,dev_100193,router,107.7569113,145.3558273,182.9547433,23:31.5
dev_100194,smart_speaker,0.852,21.40126,81.379741,12:20.5,0.86,0.71,0.251,161,53,-62.4,TRUE,2.0.1,0,1,0.607,0.184,Low,Normal monitoring; periodic audit,dev_100194,smart_speaker,115.0720747,155.3359452,195.5998157,12:20.5
dev_100195,appliance,0.651,22.715902,75.721803,30:55.5,0.804,0.436,0.151,163,52,-88.6,TRUE,2.0.1,1,0,0.854,0.204,Low,Normal monitoring; periodic audit,dev_100195,appliance,108.1003713,145.6357728,183.1711743,30:55.5
dev_100196,smartphone,0.248,18.116927,83.115799,19:58.5,0.757,0.763,0.249,46,54,-66.6,TRUE,1.1.2,1,0,0.691,0.192,Low,Normal monitoring; periodic audit,dev_100196,smartphone,116.6947077,158.1286072,199.5625067,19:58.5
dev_100197,smart_speaker,0.793,22.151908,79.335657,34:08.5,0.625,0.793,0.257,183,60,-68.6,FALSE,1.0.3,2,1,0.878,0.259,Low,Normal monitoring; periodic audit,dev_100197,smart_speaker,112.6361787,151.9075072,191.1788357,34:08.5
dev_100198,appliance,0.461,24.955466,83.370409,52:55.5,0.685,0.765,0.466,148,51,-63.4,TRUE,2.1.9,1,0,0.845,0.288,Low,Normal monitoring; periodic audit,dev_100198,appliance,119.1717007,160.6264052,202.0811097,52:55.5
dev_100199,wearable,0.497,25.587203,76.077213,57:44.5,0.745,0.584,0.241,213,58,-76.6,FALSE,2.1.6,1,0,0.709,0.227,Low,Normal monitoring; periodic audit,dev_100199,wearable,109.6340183,147.4241248,185.2142313,57:44.5
dev_100200,router,0.569,16.159956,75.166681,11:34.5,0.616,0.655,0.163,132,58,-57.1,FALSE,1.2.9,2,1,0.619,0.246,Low,Normal monitoring; periodic audit,dev_100200,router,105.22956,142.5284005,179.827241,11:34.5
dev_100201,smart_speaker,0.554,16.529294,74.129616,59:02.5,0.775,0.508,0.097,301,59,-69.9,TRUE,2.1.9,1,1,0.793,0.203,Low,Normal monitoring; periodic audit,dev_100201,smart_speaker,103.9799193,140.7677273,177.5555353,59:02.5
dev_100202,camera,0.827,17.701331,76.330105,13:16.5,0.518,0.318,0.621,88,59,-43.6,TRUE,1.1.3,1,1,0.755,0.456,Medium,Schedule patch; Enable additional logging; User notification,dev_100202,camera,107.1225837,144.8741362,182.6256887,13:16.5
dev_100203,camera,0.712,21.909144,79.392304,11:36.5,0.697,0.478,0.196,196,41,-68,FALSE,1.1.3,0,1,0.862,0.234,Low,Normal monitoring; periodic audit,dev_100203,camera,112.6847867,152.0249387,191.3650907,11:36.5
dev_100204,camera,0.732,22.327897,80.107895,37:01.5,0.803,0.888,0.22,139,88,-64.7,TRUE,1.1.0,0,2,0.57,0.173,Low,Normal monitoring; periodic audit,dev_100204,camera,113.765159,153.4531065,193.141054,37:01.5
dev_100205,router,0.773,19.280952,81.660214,54:46.5,0.8,0.782,0.145,116,100,-58.2,TRUE,1.2.0,0,1,0.837,0.146,Low,Normal monitoring; periodic audit,dev_100205,router,114.791936,155.235543,195.67915,54:46.5
dev_100206,smart_speaker,0.62,22.253172,82.189475,36:06.5,0.197,0.392,0.384,148,65,-64.4,TRUE,3.0.7,1,3,0.943,0.462,Medium,Schedule patch; Enable additional logging; User notification,dev_100206,smart_speaker,116.5903573,157.3750948,198.1598323,36:06.5
dev_100207,wearable,0.549,16.918407,79.432055,20:15.5,0.842,0.799,0.425,18,84,-79.7,FALSE,1.2.9,0,2,0.608,0.245,Low,Normal monitoring; periodic audit,dev_100207,wearable,111.1828757,150.6244032,190.0659307,20:15.5
dev_100208,wearable,0.555,22.597179,81.551581,12:46.5,0.829,0.589,0.229,340,57,-62.7,TRUE,2.0.1,1,0,0.672,0.212,Low,Normal monitoring; periodic audit,dev_100208,wearable,115.8978343,156.3961248,196.8944153,12:46.5
dev_100209,thermostat,0.579,17.282293,78.569628,08:33.5,0.689,0.305,0.199,172,41,-70.6,TRUE,1.2.2,1,0,0.71,0.263,Low,Normal monitoring; periodic audit,dev_100209,thermostat,110.1342683,149.1295823,188.1248963,08:33.5
dev_100210,thermostat,0.536,24.33768,77.488192,22:17.5,0.775,0.381,0.229,189,35,-64.1,TRUE,1.2.9,0,0,0.824,0.227,Low,Normal monitoring; periodic audit,dev_100210,thermostat,111.072816,149.548912,188.025008,22:17.5
dev_100211,smart_speaker,0.45,23.156801,79.359518,49:39.5,0.605,0.602,0.461,89,100,-64.7,TRUE,2.0.1,1,0,0.768,0.323,Low,Normal monitoring; periodic audit,dev_100211,smart_speaker,113.2316243,152.6863833,192.1411423,49:39.5
dev_100212,smart_speaker,0.757,16.954262,82.323689,29:07.5,0.883,0.46,0.219,123,96,-44.1,TRUE,3.0.6,0,0,0.887,0.187,Low,Normal monitoring; periodic audit,dev_100212,smart_speaker,114.9116727,155.6950172,196.4783617,29:07.5
dev_100213,sensor,0.359,16.757017,83.664069,51:58.5,0.859,0.639,0.599,86,77,-68,TRUE,2.1.7,2,1,0.699,0.35,Medium,Schedule patch; Enable additional logging; User notification,dev_100213,sensor,116.898431,158.5509655,200.2035,51:58.5
dev_100214,smartphone,0.418,16.105943,78.928054,49:43.5,0.334,0.851,0.151,141,44,-75.2,TRUE,2.0.5,2,0,0.909,0.253,Low,Normal monitoring; periodic audit,dev_100214,smartphone,110.3273863,149.5824133,188.8374403,49:43.5
dev_100215,smartphone,0.676,22.100944,82.631115,42:00.5,0.8,0.789,0.283,207,10,-54.7,FALSE,1.0.3,0,0,0.885,0.181,Low,Normal monitoring; periodic audit,dev_100215,smartphone,117.0911347,158.0686922,199.0462497,42:00.5
dev_100216,smartphone,0.567,25.341301,82.388282,40:14.5,0.794,0.291,0.32,139,96,-62.1,TRUE,3.0.4,2,2,0.866,0.337,Low,Normal monitoring; periodic audit,dev_100216,smartphone,117.920143,158.830784,199.741425,40:14.5
dev_100217,thermostat,0.694,18.790908,82.643882,32:23.5,0.691,0.767,0,230,67,-66.1,TRUE,2.0.8,0,0,0.484,0.108,Low,Normal monitoring; periodic audit,dev_100217,thermostat,115.992812,156.967753,197.942694,32:23.5
dev_100218,smart_speaker,0.626,21.365567,80.440101,08:06.5,0.361,0.866,0.106,184,43,-74.2,TRUE,1.1.9,0,0,0.696,0.194,Low,Normal monitoring; periodic audit,dev_100218,smart_speaker,113.9579903,153.8650408,193.7720913,08:06.5
